transaction_id,order_date,department,processing_time_minutes,amount,status,error_flag
40,2024-08-31,Settlements,17,8560.26,Completed,0
41,2024-11-15,Payments,87,2399.97,Delayed,0
42,2024-05-10,Operations,15,4495.8,Completed,0
43,2024-11-02,Operations,19,6244.46,Completed,0
44,2024-05-14,Operations,37,9159.95,Completed,0
45,2024-01-21,Payments,62,256.78,Delayed,0
46,2024-11-24,Operations,35,2204.47,Completed,0
47,2024-06-15,Operations,27,2421.06,Completed,0
48,2024-09-30,Payments,94,3333.47,Delayed,1
49,2024-03-29,Settlements,18,2889.69,Completed,0
50,2024-11-11,Compliance,18,5942.37,Completed,0
51,2024-01-14,Operations,15,8867.64,Completed,0
52,2024-08-29,Compliance,33,6406.08,Completed,0
53,2024-09-21,Settlements,11,2491.11,Completed,0
54,2024-12-11,Settlements,9,8651.15,Completed,0
55,2024-02-22,Operations,18,6357.25,Completed,0
56,2024-12-05,Payments,5,2267.73,Completed,0
57,2024-04-01,Settlements,30,3680.5,Completed,0
58,2024-09-20,Compliance,33,7920.65,Completed,0
59,2024-02-04,Compliance,38,7415.42,Completed,0
60,2024-07-24,Compliance,46,5808.17,Completed,0
61,2024-03-21,Compliance,19,1533.2,Completed,0
62,2024-02-19,Settlements,57,8052.56,Completed,0
63,2024-12-25,Operations,54,3144.67,Completed,0
64,2024-01-02,Operations,10,7738.82,Completed,0
65,2024-02-23,Compliance,24,6510.91,Completed,0
66,2024-04-15,Operations,2,2715.29,Completed,0
67,2024-09-16,Compliance,58,2202.46,Completed,0
68,2024-11-05,Compliance,45,1396.01,Completed,0
69,2024-07-09,Payments,67,2495.27,Delayed,0
70,2024-08-05,Settlements,6,1662.51,Completed,0
71,2024-02-13,Settlements,35,6208.81,Completed,0
72,2024-06-10,Compliance,16,6027.95,Completed,0
73,2024-07-20,Settlements,3,5903.1,Completed,0
74,2024-09-26,Operations,50,6454.71,Completed,0
75,2024-12-16,Compliance,8,8166.37,Completed,0
76,2024-10-30,Payments,32,9144.17,Completed,0
77,2024-09-27,Operations,16,2380.72,Completed,0
78,2024-08-02,Payments,28,5918.97,Completed,0
79,2024-09-08,Payments,46,875.53,Completed,0
80,2024-07-08,Settlements,28,1289.41,Completed,0
81,2024-10-22,Settlements,11,6577.96,Completed,0
82,2024-07-31,Compliance,88,4917.15,Delayed,0
83,2024-07-26,Settlements,19,7607.49,Completed,0
84,2024-08-24,Payments,13,4314.21,Completed,0
85,2024-12-03,Payments,23,1363.22,Completed,0
86,2024-02-22,Operations,6,8733.33,Completed,0
87,2024-10-06,Payments,14,920.6,Completed,0
88,2024-08-04,Compliance,20,1970.75,Completed,0
89,2024-09-08,Compliance,30,2842.07,Completed,0
90,2024-07-06,Settlements,26,9953.28,Completed,0
91,2024-02-10,Settlements,36,4226.91,Completed,0
92,2024-06-05,Settlements,24,5066.91,Completed,0
93,2024-01-15,Compliance,53,7720.0,Completed,0
94,2024-10-27,Payments,40,6400.51,Completed,0
95,2024-03-05,Settlements,34,8430.06,Completed,0
96,2024-12-10,Operations,59,4915.69,Completed,0
97,2024-11-22,Settlements,59,9724.56,Completed,0
98,2024-01-09,Compliance,27,7988.44,Completed,0
99,2024-12-09,Settlements,18,4073.52,Completed,0
100,2024-05-08,Payments,29,3874.59,Completed,0
101,2024-05-15,Settlements,22,9301.96,Completed,0
102,2024-03-03,Compliance,18,6875.71,Completed,0
103,2024-05-18,Compliance,28,6252.19,Completed,0
104,2024-03-21,Operations,33,7602.52,Completed,0
105,2024-06-11,Compliance,39,5652.25,Completed,0
106,2024-10-15,Operations,66,1675.75,Delayed,0
107,2024-09-17,Payments,30,3260.23,Completed,0
108,2024-08-18,Compliance,24,5623.65,Completed,0
109,2024-02-10,Settlements,49,279.86,Completed,0
110,2024-01-28,Payments,12,4429.77,Completed,0
111,2024-05-14,Settlements,5,7582.45,Completed,0
112,2024-07-19,Settlements,35,1725.92,Completed,0
113,2024-11-23,Settlements,19,739.13,Completed,0
114,2024-09-24,Payments,20,8376.69,Completed,0
115,2024-02-02,Payments,12,6211.01,Completed,0
116,2024-02-17,Compliance,56,1848.13,Completed,0
117,2024-03-02,Settlements,5,8082.42,Completed,0
118,2024-08-03,Operations,38,6615.48,Completed,0
119,2024-10-19,Compliance,25,3407.78,Completed,0
120,2024-04-08,Payments,68,3824.34,Delayed,0
121,2024-06-20,Operations,49,1643.29,Completed,0
122,2024-12-25,Payments,9,8369.03,Completed,0
123,2024-08-01,Operations,40,5139.17,Completed,0
124,2024-02-04,Compliance,34,5614.49,Completed,0
125,2024-08-14,Operations,23,8846.57,Completed,0
126,2024-04-10,Compliance,38,256.72,Completed,0
127,2024-05-10,Payments,14,762.54,Completed,0
128,2024-09-13,Operations,27,1699.63,Completed,0
129,2024-01-05,Settlements,25,397.37,Completed,0
130,2024-08-05,Settlements,13,6615.75,Completed,0
131,2024-09-11,Payments,19,6375.41,Completed,0
132,2024-12-24,Operations,17,2186.94,Completed,0
133,2024-10-09,Settlements,33,1579.12,Completed,0
134,2024-07-25,Compliance,58,1542.28,Completed,0
135,2024-01-15,Operations,7,9537.09,Completed,0
136,2024-12-11,Operations,34,6965.69,Completed,0
137,2024-02-11,Settlements,16,5895.75,Completed,0
138,2024-06-27,Compliance,47,3292.62,Completed,0
139,2024-03-03,Compliance,33,4387.13,Completed,0
140,2024-12-17,Compliance,6,985.12,Completed,0
141,2024-08-18,Operations,28,9981.7,Completed,0
142,2024-08-28,Payments,22,7575.35,Completed,0
143,2024-02-21,Operations,8,6252.39,Completed,0
144,2024-04-05,Operations,16,5918.9,Completed,0
145,2024-08-09,Settlements,27,5092.71,Completed,0
146,2024-08-18,Payments,17,2648.53,Completed,0
147,2024-08-24,Compliance,51,2341.26,Completed,0
148,2024-05-22,Settlements,22,5540.37,Completed,0
149,2024-06-19,Operations,15,794.99,Completed,0
150,2024-01-29,Payments,29,837.26,Completed,0
151,2024-02-05,Compliance,31,5652.05,Completed,0
152,2024-01-13,Compliance,47,9206.14,Completed,0
153,2024-06-08,Operations,26,9151.29,Completed,0
154,2024-11-22,Compliance,30,207.2,Completed,0
155,2024-07-05,Compliance,39,1163.2,Completed,0
156,2024-08-30,Payments,13,5872.47,Completed,0
157,2024-03-26,Settlements,45,8499.91,Completed,0
158,2024-10-10,Payments,8,9549.05,Completed,0
159,2024-03-06,Settlements,27,8619.76,Completed,0
160,2024-06-18,Settlements,28,6808.37,Completed,0
161,2024-02-14,Settlements,27,2085.2,Completed,0
162,2024-03-02,Compliance,8,818.95,Completed,0
163,2024-05-13,Payments,1,570.41,Completed,0
164,2024-10-10,Compliance,20,6159.56,Completed,0
165,2024-01-28,Operations,32,458.27,Completed,0
166,2024-04-17,Payments,64,7418.48,Delayed,0
167,2024-02-13,Settlements,32,7153.46,Completed,0
168,2024-12-05,Compliance,8,888.15,Completed,0
169,2024-10-12,Compliance,21,9075.56,Completed,0
170,2024-11-26,Payments,22,5267.1,Completed,0
171,2024-05-07,Payments,58,9053.94,Completed,0
172,2024-12-13,Settlements,33,9025.94,Completed,0
173,2024-08-18,Settlements,10,2050.64,Completed,0
174,2024-07-08,Operations,16,3867.72,Completed,0
175,2024-08-12,Settlements,42,1432.8,Completed,0
176,2024-10-09,Compliance,29,7772.28,Completed,0
177,2024-04-30,Operations,25,5090.84,Completed,0
178,2024-04-25,Operations,20,9295.19,Completed,0
179,2024-08-20,Operations,41,2161.33,Completed,0
180,2024-09-15,Payments,18,6914.84,Completed,0
181,2024-12-24,Settlements,15,9893.44,Completed,0
182,2024-07-16,Operations,47,6687.27,Completed,0
183,2024-05-16,Payments,1,780.86,Completed,0
184,2024-11-13,Payments,9,5925.4,Completed,0
185,2024-06-13,Operations,13,1880.44,Completed,0
186,2024-08-12,Operations,49,401.98,Completed,0
187,2024-11-02,Compliance,28,3416.11,Completed,0
188,2024-08-21,Operations,9,2734.43,Completed,0
189,2024-06-20,Compliance,8,7908.83,Completed,0
190,2024-05-31,Operations,50,3799.44,Completed,0
191,2024-11-10,Operations,8,7356.29,Completed,0
192,2024-06-08,Settlements,14,260.77,Completed,0
193,2024-04-05,Operations,18,246.64,Completed,0
194,2024-08-20,Operations,36,390.2,Completed,0
195,2024-06-28,Compliance,16,2271.65,Completed,0
196,2024-04-22,Compliance,7,3802.48,Completed,0
197,2024-11-13,Settlements,38,6117.67,Completed,0
198,2024-02-21,Operations,37,9860.55,Completed,0
199,2024-09-24,Operations,68,3608.65,Delayed,0
200,2024-10-21,Compliance,30,651.02,Completed,0
201,2024-04-22,Payments,8,2029.51,Completed,0
202,2024-04-10,Payments,66,8988.73,Delayed,0
203,2024-04-22,Payments,17,7023.85,Completed,0
204,2024-03-21,Compliance,44,7922.99,Completed,0
205,2024-07-05,Compliance,65,1329.27,Delayed,0
206,2024-04-22,Payments,26,1436.37,Completed,0
207,2024-01-02,Payments,24,1211.24,Completed,0
208,2024-05-09,Operations,30,8585.97,Completed,0
209,2024-08-07,Compliance,34,2178.68,Completed,0
210,2024-02-23,Compliance,49,6467.2,Completed,0
211,2024-12-08,Payments,21,5210.05,Completed,0
212,2024-08-11,Payments,25,5489.46,Completed,0
213,2024-08-12,Settlements,16,2034.81,Completed,0
214,2024-05-05,Compliance,16,6388.94,Completed,0
215,2024-05-09,Settlements,11,526.7,Completed,0
216,2024-02-22,Operations,17,9935.38,Completed,0
217,2024-06-20,Settlements,10,364.91,Completed,0
218,2024-08-05,Payments,45,596.55,Completed,0
219,2024-06-08,Compliance,39,3314.01,Completed,0
220,2024-07-16,Compliance,23,8333.09,Completed,0
221,2024-09-03,Settlements,29,2646.17,Completed,0
222,2024-11-19,Settlements,11,4772.16,Completed,0
223,2024-07-21,Operations,24,277.98,Completed,0
224,2024-07-02,Operations,54,880.91,Completed,0
225,2024-05-02,Payments,52,6118.86,Completed,0
226,2024-09-11,Payments,69,2024.15,Delayed,0
227,2024-10-20,Payments,45,6973.12,Completed,0
228,2024-10-06,Settlements,31,7875.37,Completed,0
229,2024-11-20,Settlements,44,8518.31,Completed,0
230,2024-04-07,Compliance,8,1424.61,Completed,0
231,2024-07-16,Payments,41,4609.53,Completed,0
232,2024-08-27,Settlements,46,9476.11,Completed,0
233,2024-05-23,Compliance,23,7743.63,Completed,0
234,2024-04-06,Payments,25,1257.91,Completed,0
235,2024-07-19,Operations,20,5074.75,Completed,0
236,2024-05-03,Operations,23,9231.57,Completed,0
237,2024-07-05,Settlements,28,4456.38,Completed,0
238,2024-11-21,Compliance,30,8390.43,Completed,0
239,2024-12-14,Operations,12,5008.85,Completed,0
240,2024-09-15,Compliance,14,1157.44,Completed,0
241,2024-05-27,Compliance,39,1563.76,Completed,0
242,2024-09-08,Operations,32,562.09,Completed,0
243,2024-12-11,Compliance,13,2033.62,Completed,0
244,2024-05-26,Operations,22,8946.78,Completed,0
245,2024-05-27,Settlements,76,6536.96,Delayed,0
246,2024-12-17,Payments,2,7414.68,Completed,0
247,2024-07-17,Payments,1,6254.45,Completed,0
248,2024-11-03,Settlements,2,3926.74,Completed,0
249,2024-05-07,Operations,96,2246.93,Delayed,1
250,2024-02-08,Operations,9,9263.58,Completed,0
251,2024-12-03,Operations,19,5196.81,Completed,0
252,2024-12-25,Operations,36,4862.89,Completed,0
253,2024-05-08,Settlements,35,9961.43,Completed,0
254,2024-09-23,Payments,20,3900.91,Completed,0
255,2024-05-30,Compliance,62,8555.84,Delayed,0
256,2024-10-24,Compliance,42,8637.21,Completed,0
257,2024-04-08,Payments,14,2403.44,Completed,0
258,2024-09-19,Settlements,10,1038.91,Completed,0
259,2024-09-08,Compliance,27,9758.64,Completed,0
260,2024-05-23,Payments,44,4316.38,Completed,0
261,2024-12-11,Settlements,77,121.98,Delayed,0
262,2024-04-21,Compliance,31,5040.28,Completed,0
263,2024-02-29,Operations,18,6231.07,Completed,0
264,2024-01-02,Operations,58,7783.27,Completed,0
265,2024-10-30,Settlements,53,9435.13,Completed,0
266,2024-09-10,Operations,42,9160.19,Completed,0
267,2024-05-19,Settlements,8,9407.34,Completed,0
268,2024-02-06,Payments,19,418.04,Completed,0
269,2024-06-08,Payments,21,7146.56,Completed,0
270,2024-01-09,Compliance,42,2335.99,Completed,0
271,2024-08-20,Settlements,3,1956.77,Completed,0
272,2024-04-08,Compliance,18,8023.15,Completed,0
273,2024-05-26,Compliance,25,4229.58,Completed,0
274,2024-10-30,Payments,20,9174.34,Completed,0
275,2024-07-26,Compliance,72,520.11,Delayed,0
276,2024-05-10,Operations,49,8041.59,Completed,0
277,2024-05-31,Compliance,49,1454.66,Completed,0
278,2024-02-23,Settlements,17,1848.11,Completed,0
279,2024-04-29,Operations,28,4825.78,Completed,0
280,2024-06-09,Payments,11,4016.34,Completed,0
281,2024-04-25,Settlements,12,4913.11,Completed,0
282,2024-03-15,Operations,50,9406.26,Completed,0
283,2024-04-22,Settlements,44,6608.15,Completed,0
284,2024-04-13,Operations,11,2974.06,Completed,0
285,2024-12-05,Settlements,27,1811.8,Completed,0
286,2024-09-10,Settlements,5,4258.46,Completed,0
287,2024-08-14,Operations,36,4571.25,Completed,0
288,2024-04-21,Payments,10,6052.81,Completed,0
289,2024-04-08,Payments,27,2733.43,Completed,0
290,2024-06-01,Settlements,75,7698.34,Delayed,0
291,2024-12-14,Settlements,9,1074.76,Completed,0
292,2024-12-03,Payments,32,5648.49,Completed,0
293,2024-07-12,Payments,24,6272.96,Completed,0
294,2024-11-05,Compliance,8,2147.63,Completed,0
295,2024-06-11,Payments,13,8277.51,Completed,0
296,2024-07-26,Settlements,34,6192.78,Completed,0
297,2024-06-17,Operations,21,6492.65,Completed,0
298,2024-06-09,Payments,63,5027.66,Delayed,0
299,2024-03-08,Compliance,35,9104.98,Completed,0
300,2024-10-15,Compliance,10,6969.88,Completed,0
301,2024-10-03,Compliance,45,3880.17,Completed,0
302,2024-10-30,Operations,49,2462.2,Completed,0
303,2024-05-14,Payments,30,803.51,Completed,0
304,2024-07-13,Payments,37,1737.07,Completed,0
305,2024-05-07,Payments,30,9927.56,Completed,0
306,2024-02-02,Operations,57,4126.99,Completed,0
307,2024-06-24,Operations,52,8997.0,Completed,0
308,2024-01-22,Settlements,5,1788.64,Completed,0
309,2024-08-25,Compliance,5,4311.07,Completed,0
310,2024-06-06,Compliance,21,9609.13,Completed,0
311,2024-02-07,Payments,43,1002.21,Completed,0
312,2024-08-17,Operations,55,5980.44,Completed,0
313,2024-12-30,Operations,18,9199.8,Completed,0
314,2024-02-20,Payments,21,9501.87,Completed,0
315,2024-09-20,Payments,19,8475.47,Completed,0
316,2024-10-09,Settlements,23,8573.75,Completed,0
317,2024-01-27,Compliance,28,6556.61,Completed,0
318,2024-08-13,Compliance,17,2282.19,Completed,0
319,2024-10-03,Compliance,19,7333.72,Completed,0
320,2024-10-12,Settlements,33,9786.01,Completed,0
321,2024-04-06,Payments,7,5306.74,Completed,0
322,2024-10-10,Payments,80,2680.9,Delayed,0
323,2024-11-12,Compliance,43,5777.36,Completed,0
324,2024-10-30,Compliance,61,6937.04,Delayed,0
325,2024-05-26,Settlements,11,2161.98,Completed,0
326,2024-01-04,Operations,15,7219.97,Completed,0
327,2024-02-04,Operations,1,5915.59,Completed,0
328,2024-07-10,Compliance,25,6162.26,Completed,0
329,2024-02-18,Settlements,26,3129.28,Completed,0
330,2024-01-17,Compliance,30,1637.14,Completed,0
331,2024-06-20,Operations,4,6272.15,Completed,0
332,2024-08-07,Compliance,24,5903.71,Completed,0
333,2024-06-06,Operations,32,3446.32,Completed,0
334,2024-02-15,Operations,35,3029.35,Completed,0
335,2024-01-06,Operations,15,3537.72,Completed,0
336,2024-04-08,Payments,88,4949.85,Delayed,0
337,2024-08-20,Payments,20,9750.72,Completed,0
338,2024-02-06,Compliance,27,7659.29,Completed,0
339,2024-10-06,Operations,19,8532.22,Completed,0
340,2024-12-14,Payments,16,5105.93,Completed,0
341,2024-10-28,Compliance,40,5308.62,Completed,0
342,2024-06-29,Compliance,5,2122.81,Completed,0
343,2024-04-04,Compliance,41,7238.35,Completed,0
344,2024-04-08,Compliance,27,4273.68,Completed,0
345,2024-07-06,Compliance,21,7450.22,Completed,0
346,2024-04-25,Settlements,8,4149.65,Completed,0
347,2024-07-09,Operations,25,1174.32,Completed,0
348,2024-09-09,Compliance,39,1813.23,Completed,0
349,2024-06-09,Settlements,28,8134.54,Completed,0
350,2024-09-12,Operations,23,2660.3,Completed,0
351,2024-11-18,Payments,20,2717.11,Completed,0
352,2024-05-07,Compliance,17,9300.74,Completed,0
353,2024-01-18,Settlements,9,6610.59,Completed,0
354,2024-10-07,Payments,39,1231.64,Completed,0
355,2024-08-10,Settlements,29,1521.49,Completed,0
356,2024-02-23,Operations,40,2796.44,Completed,0
357,2024-02-27,Operations,17,5980.56,Completed,0
358,2024-11-18,Payments,21,7552.97,Completed,0
359,2024-12-25,Settlements,8,2817.51,Completed,0
360,2024-06-22,Compliance,5,8719.36,Completed,0
361,2024-10-06,Compliance,26,1180.88,Completed,0
362,2024-04-23,Payments,2,2155.23,Completed,0
363,2024-10-14,Payments,32,9707.6,Completed,0
364,2024-12-07,Payments,15,1433.97,Completed,0
365,2024-05-30,Settlements,99,8892.3,Delayed,1
366,2024-05-06,Compliance,25,7068.96,Completed,0
367,2024-06-03,Compliance,37,823.56,Completed,0
368,2024-09-29,Compliance,14,4888.7,Completed,0
369,2024-04-13,Payments,54,5237.9,Completed,0
370,2024-10-25,Compliance,57,9328.18,Completed,0
371,2024-09-02,Operations,48,4268.94,Completed,0
372,2024-06-24,Payments,87,4522.96,Delayed,0
373,2024-02-08,Compliance,9,1213.59,Completed,0
374,2024-06-18,Settlements,39,6427.81,Completed,0
375,2024-09-03,Payments,13,2187.88,Completed,0
376,2024-01-26,Operations,10,867.58,Completed,0
377,2024-12-20,Operations,24,9969.5,Completed,0
378,2024-11-01,Settlements,29,2769.33,Completed,0
379,2024-01-13,Settlements,23,1496.43,Completed,0
380,2024-11-11,Payments,7,7024.95,Completed,0
381,2024-11-08,Payments,26,8234.65,Completed,0
382,2024-02-05,Operations,24,734.37,Completed,0
383,2024-06-21,Settlements,10,1143.39,Completed,0
384,2024-01-20,Payments,65,992.72,Delayed,0
385,2024-11-16,Operations,81,564.9,Delayed,0
386,2024-09-20,Settlements,27,6628.62,Completed,0
387,2024-05-21,Operations,1,5924.3,Completed,0
388,2024-05-22,Compliance,24,6661.79,Completed,0
389,2024-04-01,Settlements,52,5106.1,Completed,0
390,2024-12-19,Payments,25,8193.33,Completed,0
391,2024-11-17,Payments,22,5512.02,Completed,0
392,2024-10-14,Compliance,40,9195.59,Completed,0
393,2024-08-02,Settlements,99,4907.92,Delayed,1
394,2024-12-07,Operations,32,7927.52,Completed,0
395,2024-02-20,Payments,27,4132.87,Completed,0
396,2024-06-01,Compliance,60,4408.72,Completed,0
397,2024-07-04,Compliance,35,8505.02,Completed,0
398,2024-03-03,Settlements,75,1165.83,Delayed,0
399,2024-07-08,Settlements,10,5692.69,Completed,0
400,2024-05-04,Payments,10,7290.73,Completed,0
401,2024-05-29,Compliance,12,7529.16,Completed,0
402,2024-11-09,Operations,46,5955.79,Completed,0
403,2024-02-27,Compliance,32,4535.84,Completed,0
404,2024-12-07,Operations,20,2681.75,Completed,0
405,2024-10-31,Operations,32,9103.32,Completed,0
406,2024-06-28,Payments,51,3760.9,Completed,0
407,2024-06-18,Compliance,19,8010.02,Completed,0
408,2024-11-21,Operations,42,413.49,Completed,0
409,2024-09-27,Settlements,17,2398.48,Completed,0
410,2024-02-23,Operations,5,3521.29,Completed,0
411,2024-04-10,Settlements,25,6748.58,Completed,0
412,2024-09-20,Settlements,5,3261.37,Completed,0
413,2024-02-22,Compliance,19,509.5,Completed,0
414,2024-02-29,Settlements,28,1821.29,Completed,0
415,2024-04-17,Operations,12,2665.74,Completed,0
416,2024-01-05,Settlements,38,1842.87,Completed,0
417,2024-04-12,Compliance,20,2116.87,Completed,0
418,2024-07-14,Payments,38,7712.67,Completed,0
419,2024-09-18,Operations,24,4179.13,Completed,0
420,2024-12-30,Operations,21,4111.27,Completed,0
421,2024-12-15,Compliance,12,9669.4,Completed,0
422,2024-02-16,Compliance,25,4522.35,Completed,0
423,2024-12-20,Compliance,28,9283.82,Completed,0
424,2024-11-06,Compliance,32,3060.72,Completed,0
425,2024-11-03,Operations,30,4066.2,Completed,0
426,2024-05-23,Payments,7,4023.21,Completed,0
427,2024-09-25,Settlements,49,5506.18,Completed,0
428,2024-05-03,Settlements,33,5884.05,Completed,0
429,2024-04-15,Payments,26,2556.44,Completed,0
430,2024-06-06,Payments,32,7956.48,Completed,0
431,2024-05-26,Payments,36,5015.61,Completed,0
432,2024-05-24,Compliance,84,169.73,Delayed,0
433,2024-04-29,Operations,15,5954.27,Completed,0
434,2024-11-14,Operations,16,8000.79,Completed,0
435,2024-10-01,Operations,9,2579.62,Completed,0
436,2024-04-01,Compliance,3,474.92,Completed,0
437,2024-02-27,Operations,34,8091.07,Completed,0
438,2024-12-11,Compliance,86,9765.14,Delayed,0
439,2024-08-16,Operations,20,857.98,Completed,0
440,2024-04-26,Payments,57,9386.56,Completed,0
441,2024-11-13,Settlements,20,3656.82,Completed,0
442,2024-10-05,Settlements,55,9420.25,Completed,0
443,2024-05-06,Compliance,32,6523.51,Completed,0
444,2024-05-08,Operations,25,8913.42,Completed,0
445,2024-02-27,Settlements,16,7879.75,Completed,0
446,2024-05-01,Payments,26,377.18,Completed,0
447,2024-01-01,Payments,45,747.88,Completed,0
448,2024-08-26,Payments,14,5304.87,Completed,0
449,2024-10-16,Compliance,23,1383.23,Completed,0
450,2024-04-05,Compliance,29,4664.24,Completed,0
451,2024-05-05,Operations,44,9550.84,Completed,0
452,2024-04-27,Payments,27,3018.1,Completed,0
453,2024-02-17,Operations,20,4940.24,Completed,0
454,2024-03-29,Operations,30,3904.17,Completed,0
455,2024-08-24,Payments,54,6335.29,Completed,0
456,2024-09-28,Operations,34,2019.06,Completed,0
457,2024-07-07,Settlements,24,2673.4,Completed,0
458,2024-07-10,Compliance,26,8601.8,Completed,0
459,2024-03-09,Operations,10,8132.23,Completed,0
460,2024-10-04,Payments,42,7912.98,Completed,0
461,2024-12-14,Compliance,7,7732.1,Completed,0
462,2024-09-03,Compliance,17,4648.43,Completed,0
463,2024-03-16,Operations,22,7316.02,Completed,0
464,2024-06-02,Settlements,17,3933.33,Completed,0
465,2024-05-23,Operations,10,1097.02,Completed,0
466,2024-03-26,Settlements,14,3994.41,Completed,0
467,2024-07-03,Compliance,7,1670.76,Completed,0
468,2024-10-11,Operations,69,3969.43,Delayed,0
469,2024-08-07,Payments,16,3044.51,Completed,0
470,2024-03-09,Operations,15,6031.69,Completed,0
471,2024-02-16,Settlements,86,3679.25,Delayed,0
472,2024-04-03,Settlements,5,7085.34,Completed,0
473,2024-08-25,Operations,37,5170.25,Completed,0
474,2024-07-22,Settlements,26,9202.97,Completed,0
475,2024-08-05,Compliance,10,1001.15,Completed,0
476,2024-12-06,Operations,27,6908.32,Completed,0
477,2024-02-08,Settlements,76,6756.73,Delayed,0
478,2024-04-09,Operations,37,9511.2,Completed,0
479,2024-10-15,Operations,34,3778.36,Completed,0
480,2024-09-10,Payments,8,3123.84,Completed,0
481,2024-08-09,Operations,12,1806.7,Completed,0
482,2024-12-22,Payments,5,2726.36,Completed,0
483,2024-01-23,Settlements,26,5068.72,Completed,0
484,2024-09-06,Payments,25,8393.36,Completed,0
485,2024-01-10,Payments,12,2914.44,Completed,0
486,2024-09-02,Payments,46,1661.65,Completed,0
487,2024-11-20,Compliance,7,2794.07,Completed,0
488,2024-04-09,Payments,13,1099.18,Completed,0
489,2024-10-16,Operations,27,9274.28,Completed,0
490,2024-06-28,Payments,8,8738.98,Completed,0
491,2024-08-10,Operations,19,3154.07,Completed,0
492,2024-09-06,Payments,14,2545.18,Completed,0
493,2024-05-26,Compliance,30,9063.43,Completed,0
494,2024-04-05,Settlements,7,117.54,Completed,0
495,2024-09-13,Payments,2,6045.72,Completed,0
496,2024-11-20,Payments,8,9168.44,Completed,0
497,2024-01-04,Compliance,46,5134.72,Completed,0
498,2024-01-16,Payments,44,129.37,Completed,0
499,2024-10-06,Operations,11,2266.83,Completed,0
500,2024-12-01,Payments,23,9232.17,Completed,0
501,2024-09-03,Payments,25,268.52,Completed,0
502,2024-09-14,Settlements,6,4008.32,Completed,0
503,2024-06-08,Settlements,14,7918.47,Completed,0
504,2024-12-05,Payments,21,8397.1,Completed,0
505,2024-05-31,Compliance,2,4828.32,Completed,0
506,2024-06-26,Settlements,27,2401.59,Completed,0
507,2024-06-11,Payments,35,6037.08,Completed,0
508,2024-02-02,Settlements,29,2711.4,Completed,0
509,2024-06-27,Payments,41,2627.12,Completed,0
510,2024-04-10,Settlements,34,8095.24,Completed,0
511,2024-09-24,Settlements,45,1627.23,Completed,0
512,2024-11-18,Operations,3,154.66,Completed,0
513,2024-03-05,Payments,18,3434.07,Completed,0
514,2024-06-16,Payments,10,4960.64,Completed,0
515,2024-11-25,Payments,3,7080.3,Completed,0
516,2024-02-12,Payments,22,7833.04,Completed,0
517,2024-02-13,Settlements,47,6668.84,Completed,0
518,2024-10-11,Operations,15,6302.44,Completed,0
519,2024-01-12,Operations,31,6690.91,Completed,0
520,2024-04-04,Compliance,57,2788.11,Completed,0
521,2024-10-28,Payments,20,3885.38,Completed,0
522,2024-09-09,Compliance,51,6202.72,Completed,0
523,2024-08-29,Settlements,48,749.15,Completed,0
524,2024-02-04,Compliance,31,3023.72,Completed,0
525,2024-08-02,Payments,8,4123.55,Completed,0
526,2024-12-02,Operations,3,5381.06,Completed,0
